´logic_link_006´ MissionScriptElement 100174
´logic_link_007´ MissionScriptElement 100175
´point_special_objective_005´ ElementSpecialObjective 100191
	action_duration_max 20
	position 1638.79, -4471.15, 309.036
	rotation 0.164188, 0.0565341, -0.271449, -0.946658
	text_id debug_none
	yaw_limit 25
´security_camera_05_FEED´ ElementAccessCamera 102170
	DISABLED
	camera_u_id 100750
	pitch_limit 25
	position -1726.27, -2546.06, 244
	rotation 0.165246, -0.0954041, 0.490813, -0.850115
	text_id debug_none
	yaw_limit 25
´security_camera_06_FEED´ ElementAccessCamera 102174
	DISABLED
	camera_u_id 100829
	pitch_limit 25
	position -1017, -78.9988, 243
	rotation 6.48956E-07, -0.275637, 0.961262, -2.26318E-06
	text_id debug_none
	yaw_limit 25
´security_camera_07_FEED´ ElementAccessCamera 102178
	DISABLED
	camera_u_id 100946
	pitch_limit 25
	position -1699.58, -391.691, 254
	rotation 0.150384, -0.0868242, 0.492404, -0.852868
	text_id debug_none
	yaw_limit 25
´security_camera_08_FEED´ ElementAccessCamera 102182
	DISABLED
	camera_u_id 100947
	pitch_limit 25
	position 1748.41, -3176.32, 847.888
	rotation -0.0850058, -0.141473, 0.862625, 0.478161
	text_id debug_none
	yaw_limit 25
´security_camera_09_FEED´ ElementAccessCamera 102186
	DISABLED
	camera_u_id 100968
	pitch_limit 25
	position 2267.15, -1216.2, 231.545
	rotation -0.0782172, -0.135476, 0.855363, 0.493844
	text_id debug_none
	yaw_limit 25
´security_camera_10_FEED´ ElementAccessCamera 102190
	DISABLED
	camera_u_id 101004
	pitch_limit 25
	position 2248.79, -215.676, 247.085
	rotation -0.0490232, -0.184896, 0.858865, 0.475143
	text_id debug_none
	yaw_limit 25
´security_camera_11_FEED´ ElementAccessCamera 102194
	DISABLED
	camera_u_id 101053
	pitch_limit 25
	position -2459.29, -411.283, 546.168
	rotation -0.085554, -0.160905, 0.868164, 0.461608
	text_id debug_none
	yaw_limit 25
´security_camera_12_FEED´ ElementAccessCamera 102198
	DISABLED
	camera_u_id 101054
	pitch_limit 25
	position 3008.1, -188.329, 545.54
	rotation 0.157821, -0.0911174, 0.491625, -0.851525
	text_id debug_none
	yaw_limit 25
´security_camera_13_FEED´ ElementAccessCamera 102202
	DISABLED
	camera_u_id 101055
	pitch_limit 25
	position -1713.35, -1737.6, 839
	rotation 0.165245, -0.0954046, 0.490814, -0.850114
	text_id debug_none
	yaw_limit 25
´security_camera_14_FEED´ ElementAccessCamera 102206
	DISABLED
	camera_u_id 101056
	pitch_limit 25
	position -1717.25, -332.735, 844.326
	rotation 0.182716, -0.0992072, 0.466732, -0.859613
	text_id debug_none
	yaw_limit 25
´security_camera_16_FEED´ ElementAccessCamera 102214
	DISABLED
	camera_u_id 101058
	pitch_limit 25
	position 2238.25, -202.877, 818
	rotation 0.224368, 0.224369, -0.670569, -0.670563
	text_id debug_none
	yaw_limit 25
´security_camera_17_FEED´ ElementAccessCamera 102218
	DISABLED
	camera_u_id 101059
	pitch_limit 25
	position -1235.18, 348.854, 832
	rotation -0.053811, -0.200827, 0.944819, 0.253161
	text_id debug_none
	yaw_limit 25
´security_camera_18_FEED´ ElementAccessCamera 102222
	DISABLED
	camera_u_id 101060
	pitch_limit 25
	position 1781.32, 549.101, 835
	rotation 0.0449438, -0.167731, 0.95125, -0.254891
	text_id debug_none
	yaw_limit 25
´security_camera_19_FEED´ ElementAccessCamera 102226
	DISABLED
	camera_u_id 101061
	pitch_limit 25
	position 1287.33, -4722.37, 926.847
	rotation 0.225491, -0.0604199, 0.251667, -0.939237
	text_id debug_none
	yaw_limit 25
´security_camera_20_FEED´ ElementAccessCamera 102230
	DISABLED
	camera_u_id 101062
	pitch_limit 25
	position -1506.11, -4719.33, 931.04
	rotation 0.275579, -0.00633261, 0.241836, -0.930339
	text_id debug_none
	yaw_limit 25
´func_sequence_trigger_001´ ElementUnitSequenceTrigger 100244
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_006´ (delay 0)
´func_sequence_trigger_002´ ElementUnitSequenceTrigger 100245
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_005´ (delay 0)
´func_sequence_trigger_003´ ElementUnitSequenceTrigger 100540
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_004´ (delay 0)
´func_sequence_trigger_004´ ElementUnitSequenceTrigger 100541
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_001´ (delay 0)
´func_sequence_trigger_005´ ElementUnitSequenceTrigger 100542
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_003´ (delay 0)
´func_sequence_trigger_006´ ElementUnitSequenceTrigger 100543
	TRIGGER TIMES 1
	sequence_list
	on_executed
		´func_nav_obstacle_002´ (delay 0)
´func_nav_obstacle_001´ ElementNavObstacle 100544
	obstacle_list
		1
			guis_id 1
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_003 (-775, 1800, 100)
	operation remove
	position -900, 1600, 150
	rotation 0, 0, 0, -1
´func_nav_obstacle_002´ ElementNavObstacle 100545
	obstacle_list
		1
			guis_id 1
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_001 (-1800, 2150, 100)
	operation remove
	position -1650, 2200, 175
	rotation 0, 0, 0, -1
´func_nav_obstacle_003´ ElementNavObstacle 100546
	obstacle_list
		1
			guis_id 1
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_002 (-1400, 2550, 100)
	operation add
	position -1400, 2400, 175
	rotation 0, 0, 0, -1
´func_nav_obstacle_004´ ElementNavObstacle 100547
	obstacle_list
		1
			guis_id 1
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_004 (1025, 1800, 100)
	operation remove
	position 875, 1625, 200
	rotation 0, 0, 0, -1
´func_nav_obstacle_005´ ElementNavObstacle 100646
	obstacle_list
		1
			guis_id 1
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_006 (1425, 2575, 100)
	operation remove
	position 1975, 2625, 175
	rotation 0, 0, 0, -1
´func_nav_obstacle_006´ ElementNavObstacle 100647
	obstacle_list
		1
			guis_id 2
			obj_name 16579889878869053372
			unit_id units/dev_tools/level_tools/dev_nav_blocker/dev_nav_blocker_2x3m/blocker_corridor_005 (1850, 2350, 100)
	operation remove
	position 2175, 2225, 175
	rotation 0, 0, 0, -1
´wp_gambler_vomit_01´ ElementWaypoint 102360
	icon pd2_goto
	only_in_civilian False
	only_on_instigator False
	position -3089.19, -1388.13, 145.5
	rotation 0, 0, 1, -2.95043E-06
	text_id debug_none
´wp_gambler_vomit_02´ ElementWaypoint 102361
	icon pd2_goto
	only_in_civilian False
	only_on_instigator False
	position -1971, -1127, 127
	rotation 0, 0, 0.707105, -0.707108
	text_id debug_none
´wp_gambler_vomit_03´ ElementWaypoint 102362
	icon pd2_goto
	only_in_civilian False
	only_on_instigator False
	position 2825, -825, 175
	rotation -4.23511E-22, -4.23511E-22, -7.45058E-07, -1
	text_id debug_none
´wp_gambler_vomit_04´ ElementWaypoint 102363
	icon pd2_goto
	only_in_civilian False
	only_on_instigator False
	position 3675, -1250, 225
	rotation 0, 0, -0.707107, -0.707107
	text_id debug_none
´input_set_slotmachine_01´ ElementInstanceInputEvent 100316
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/001
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/002
		3
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/003
		4
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/004
		5
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/005
		6
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/006
		7
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/007
		8
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/008
		9
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/011
		10
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/012
		11
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/015
´trg_show_gear_wp´ ElementAreaTrigger 100317
	TRIGGER TIMES 1
	amount 1
	depth 500
	height 500
	instigator player
	instigator_name 
	interval 0.1
	position -25, -8675, 200
	radius 250
	rotation 0, 0, 0, -1
	rules_element_ids
	shape_type box
	spawn_unit_elements
	trigger_on on_enter
	unit_ids
	use_disabled_shapes False
	use_shape_element_ids
	width 2000
´input_set_slotmachine_02´ ElementInstanceInputEvent 100556
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/016
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/017
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/018
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/019
´input_set_slotmachine_03´ ElementInstanceInputEvent 100557
	event_list
		1
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/022
		2
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/023
		3
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/026
		4
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/027
´input_set_slotmachine_04´ ElementInstanceInputEvent 100767
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/028
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/029
		3
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/046
		4
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/047
		5
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/048
		6
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/049
		7
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/067
		8
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/072
		9
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/066
		10
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/073
		11
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/074
		12
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/075
´input_set_slotmachine_05´ ElementInstanceInputEvent 101173
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/076
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/077
		3
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/078
		4
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/083
´input_set_slotmachine_06´ ElementInstanceInputEvent 101568
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/084
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/085
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/086
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/087
		5
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/088
		6
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/089
		7
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/090
´input_set_slotmachine_07´ ElementInstanceInputEvent 101577
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/091
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/092
		3
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/094
		4
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/095
´input_set_slotmachine_09´ ElementInstanceInputEvent 101578
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/093
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/096
		3
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/097
		4
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/098
		5
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/068
		6
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/069
		7
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/070
		8
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/071
´input_set_slotmachine_010´ ElementInstanceInputEvent 100193
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/060
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/061
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/062
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/063
´input_set_slotmachine_011´ ElementInstanceInputEvent 101643
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/079
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/080
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/081
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/082
		5
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/099
		6
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/100
´input_set_slotmachine_012´ ElementInstanceInputEvent 101644
	event_list
		1
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/054
		2
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/056
		3
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/057
		4
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/058
´input_set_slotmachine_013´ ElementInstanceInputEvent 101645
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/009
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/010
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/013
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/014
´input_set_slotmachine_014´ ElementInstanceInputEvent 101646
	event_list
		1
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/050
		2
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/051
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/052
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/053
´input_set_slotmachine_015´ ElementInstanceInputEvent 101647
	event_list
		1
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/020
		2
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/021
		3
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/024
		4
			event show_slotmachine_b
			instance levels/instances/unique/kenaz/slot_machine/025
		5
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/030
		6
			event show_slotmachine_c
			instance levels/instances/unique/kenaz/slot_machine/031
		7
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/032
		8
			event show_slotmachine_a
			instance levels/instances/unique/kenaz/slot_machine/033
´wp_full_bottle_001´ ElementWaypoint 102248
	icon pd2_question
	only_in_civilian False
	only_on_instigator False
	position 2200, -4100, 775
	rotation 0, 0, -0.382684, -0.923879
	text_id debug_none
´wp_full_bottle_002´ ElementWaypoint 102249
	icon pd2_question
	only_in_civilian False
	only_on_instigator False
	position 2200, -3625, 175
	rotation 0, 0, 1, -1.19209E-07
	text_id debug_none
´wp_full_bottle_003´ ElementWaypoint 102250
	icon pd2_question
	only_in_civilian False
	only_on_instigator False
	position -2797.99, -6197.25, 175
	rotation 0, 0, 0.608762, -0.793353
	text_id debug_none
´trigger_area_003´ ElementAreaTrigger 102253
	DISABLED
	TRIGGER TIMES 1
	amount 1
	depth 335
	height 500
	instigator player
	instigator_name 
	interval 0.1
	position 25, -4775, 150
	radius 250
	rotation 0, 0, 0, -1
	rules_element_ids
	shape_type box
	spawn_unit_elements
	trigger_on on_enter
	unit_ids
	use_disabled_shapes False
	use_shape_element_ids
	width 845
	on_executed
		´logic_operator_002´ (delay 0)
´logic_operator_002´ ElementOperator 102254
	elements
 		1 ´wp_reception´
	operation remove
´activate_wp_reception_trg´ ElementToggle 102257
	elements
 		1 ´trigger_area_003´ DISABLED
	set_trigger_times -1
	toggle on
´env_effect_play_001´ ElementPlayEffect 102258
	base_time 0
	effect effects/payday2/particles/character/puke
	max_amount 0
	position 3621, -1250, 121
	random_time 0
	rotation 0, 0, 0, -1
	screen_space False
	on_executed
		´point_play_sound_003´ (delay 0)
´trigger_special_objective_003´ ElementSpecialObjectiveTrigger 102259
	elements
 		1 ´gambler_right_balcony_vomit´
	event anim_start
	position 3600, -1350, -0.000167847
